"","Gene","Marker_ID","Gene_ID","b1","b1_p","bonf_p","eChr","ePos","Probe","mChr","mPos","strand","dist"
"682468","SFXN3",47268,2290,-3.456,5.12e-11,4.61895168e-05,10,102790995,"cg15428620",10,102792835,1,1840
"682588","SFXN5",198123,9439,-3.479,3.56e-08,0.0321161484,2,73169164,"cg07279070",2,73148229,-1,20935
"682593","SFXN5",198119,9439,-2.929,2.5e-08,0.022553475,2,73169164,"cg02744113",2,73147030,-1,22134
"684134","SH2D3A",173883,8020,7.114,1.17e-10,0.000105550263,19,6752172,"cg15481294",19,6712406,-1,39766
"684135","SH2D3A",173921,8020,-8.51,2.19e-09,0.00197568441,19,6752172,"cg22076972",19,6740812,-1,11360
"684136","SH2D3A",173875,8020,6.142,1.14e-09,0.00102843846,19,6752172,"cg05284873",19,6709822,-1,42350
"684137","SH2D3A",173872,8020,8.598,3.88e-09,0.00350029932,19,6752172,"cg14042714",19,6707175,-1,44997
"684138","SH2D3A",173882,8020,6.809,7.23e-11,6.52246497e-05,19,6752172,"cg26861457",19,6712380,-1,39792
"684139","SH2D3A",173884,8020,6.607,9.44e-10,0.000851619216,19,6752172,"cg25761371",19,6712479,-1,39693
"685360","SH3TC2",280748,13491,-4.032,6.43e-09,0.00580075377,5,148361712,"cg03016867",5,148442890,-1,-81178
"685934","SHC1",23573,1151,-1.897,3.85e-09,0.00347323515,1,154934773,"cg06186450",1,154942910,-1,-8137
"685986","SHC1",23572,1151,-2.91,5.84e-10,0.000526849176,1,154934773,"cg09025625",1,154942509,-1,-7736
"686244","SHE",23402,1142,-3.257,3.84e-08,0.0346421376,1,154451953,"cg04437762",1,154380179,-1,71774
"687013","SHMT2",84605,4066,-2.188,3.63e-09,0.00327476457,12,57623355,"cg19535267",12,57625610,1,2255
"688240","SIGLEC5",186610,8897,4.619,2.15e-08,0.0193959885,19,52114755,"cg03965138",19,52134393,-1,-19638
"688411","SIGMAR1",350692,16129,-7.865,1.05e-09,0.00094724595,9,34634718,"cg14252998",9,34635016,-1,-298
"688420","SIGMAR1",350699,16129,-3.49,3.97e-12,3.58149183e-06,9,34634718,"cg14609668",9,34651062,-1,-16344
"688819","SIM2",224701,10761,3.016,6.54e-11,5.89998906e-05,21,38071432,"cg15750546",21,38080975,1,9543
"688827","SIM2",224705,10761,2.867,1.94e-12,1.75014966e-06,21,38071432,"cg24080247",21,38082613,1,11181
"688831","SIM2",224646,10761,3.059,1.14e-12,1.02843846e-06,21,38071432,"cg22274813",21,38067101,1,-4331
"688833","SIM2",224647,10761,2.246,1.8e-08,0.016238502,21,38071432,"cg16564033",21,38067741,1,-3691
"688839","SIM2",224650,10761,2.929,5.97e-09,0.00538576983,21,38071432,"cg24127719",21,38068660,1,-2772
"688841","SIM2",224651,10761,2.988,3.54e-10,0.000319357206,21,38071432,"cg09408917",21,38069321,1,-2111
"688842","SIM2",224652,10761,3.58,7.44e-13,6.71191416e-07,21,38071432,"cg17727929",21,38069338,1,-2094
"688846","SIM2",224654,10761,3.23,7.28e-10,0.000656757192,21,38071432,"cg02730156",21,38069950,1,-1482
"688851","SIM2",224656,10761,3.129,4.39e-09,0.00396039021,21,38071432,"cg26144458",21,38070148,1,-1284
"688868","SIM2",224691,10761,3.296,1.4e-10,0.00012629946,21,38071432,"cg10456990",21,38077597,1,6165
"688869","SIM2",224692,10761,3.036,1.42e-10,0.000128103738,21,38071432,"cg26720125",21,38077673,1,6241
"688879","SIM2",224690,10761,3.407,1.01e-11,9.1116039e-06,21,38071432,"cg07615087",21,38077347,1,5915
"688883","SIM2",224694,10761,3.14,1.81e-08,0.0163287159,21,38071432,"cg02701080",21,38078431,1,6999
"688884","SIM2",224693,10761,3.347,3.79e-09,0.00341910681,21,38071432,"cg26701242",21,38077971,1,6539
"688885","SIM2",224695,10761,2.541,1.61e-08,0.0145244379,21,38071432,"cg02553516",21,38078767,1,7335
"688890","SIM2",224704,10761,3.034,4.07e-09,0.00367170573,21,38071432,"cg19193931",21,38081976,1,10544
"689262","SIPA1L3",181256,8490,3.258,4.69e-08,0.0423103191,19,38397860,"cg15801340",19,38345819,1,-52041
"689274","SIPA1L3",181251,8490,1.964,3.61e-09,0.00325672179,19,38397860,"cg01436998",19,38308263,1,-89597
"690129","SIT1",350830,16147,-12.603,2.75e-13,2.48088225e-07,9,35649296,"cg13876315",9,35650526,-1,-1230
"690130","SIT1",350831,16147,-12.947,3.49e-14,3.14846511e-08,9,35649296,"cg15518883",9,35650561,-1,-1265
"690131","SIT1",350857,16147,122.534,5.23e-09,0.00471818697,9,35649296,"cg00833393",9,35731638,-1,-82342
"690132","SIT1",350829,16147,-12.572,1.63e-14,1.47048657e-08,9,35649296,"cg13832290",9,35649906,-1,-610
"693277","SLC16A1",20512,907,-4.983,1.24e-08,0.0111865236,1,113454469,"cg15138236",1,113466489,-1,-12020
"693351","SLC16A13",145929,6672,-3.481,1.2e-10,0.00010825668,17,6939393,"cg18964954",17,7019284,1,79891
"693363","SLC16A13",145897,6672,-4.933,4.9e-13,4.4204811e-07,17,6939393,"cg07261015",17,6941695,1,2302
"693390","SLC16A13",145928,6672,-2.959,2.76e-11,2.48990364e-05,17,6939393,"cg26661623",17,7019262,1,79869
"693420","SLC16A3",164077,7588,5.203,1.9e-08,0.017140641,17,80186886,"cg02744699",17,80197898,1,11012
"693423","SLC16A4",20011,879,-4.402,3.77e-10,0.000340106403,1,110905472,"cg25320780",1,110933345,-1,-27873
"693424","SLC16A4",20012,879,-4.344,1.36e-11,1.22690904e-05,1,110905472,"cg00961640",1,110933767,-1,-28295
"693425","SLC16A5",159609,7460,-3.785,1.94e-09,0.00175014966,17,73084035,"cg13424870",17,73083812,1,-223
"693426","SLC16A5",159615,7460,-3.526,1.62e-15,1.46146518e-09,17,73084035,"cg09300114",17,73084329,1,294
"693427","SLC16A5",159610,7460,-3.183,5.16e-10,0.000465503724,17,73084035,"cg21306329",17,73083876,1,-159
"693428","SLC16A5",159608,7460,-3.488,8.17e-14,7.37047563e-08,17,73084035,"cg06594281",17,73083692,1,-343
"693429","SLC16A5",159614,7460,-3.78,1.08e-09,0.00097431012,17,73084035,"cg10829727",17,73084309,1,274
"693430","SLC16A5",159611,7460,-3.382,7.79e-11,7.02766281e-05,17,73084035,"cg27619475",17,73083881,1,-154
"693431","SLC16A5",159616,7460,-4.252,3.33e-14,3.00412287e-08,17,73084035,"cg04529938",17,73084494,1,459
"693432","SLC16A5",159612,7460,-3.543,5.06e-10,0.000456482334,17,73084035,"cg17733616",17,73083887,1,-148
"693433","SLC16A5",159613,7460,-4.619,3.05e-16,2.75152395e-10,17,73084035,"cg04305621",17,73084263,1,228
"693586","SLC17A4",288702,13807,6.946,8.15e-10,0.000735243285,6,25754926,"cg16356737",6,25729805,1,-25121
"694052","SLC18A3",41468,2005,-15.733,3.55e-09,0.00320259345,10,50818346,"cg07927310",10,50729975,1,-88371
"694068","SLC18A3",41470,2005,-5.767,2.03e-08,0.0183134217,10,50818346,"cg07279162",10,50732496,1,-85850
"694375","SLC1A5",184414,8733,-3.648,1.78e-09,0.00160580742,19,47278139,"cg25607249",19,47288039,-1,-9900
"695693","SLC25A10",163538,7565,-5.464,1.99e-08,0.0179525661,17,79679265,"cg05485968",17,79681568,1,2303
"695974","SLC25A13",324558,15032,-2.841,8.47e-09,0.00764111733,7,95749531,"cg27185510",7,95811907,-1,-62376
"696814","SLC25A25",354358,16513,-3.521,2.73e-09,0.00246283947,9,130860760,"cg14399839",9,130825882,1,-34878
"697256","SLC25A33",5083,108,-2.544,4.3e-09,0.0038791977,1,9599527,"cg05712125",1,9513980,1,-85547
"697526","SLC25A36",246757,11967,-5.693,4.89e-08,0.0441145971,3,140660661,"cg06711656",3,140660335,1,-326
"697948","SLC25A42",178890,8322,-5.886,1.65e-13,1.48852935e-07,19,19174802,"cg07064050",19,19165011,1,-9791
"698533","SLC26A2",280897,13501,-2.217,4.33e-09,0.00390626187,5,149340299,"cg09646173",5,149317669,1,-22630
"699548","SLC2A1",13284,510,-5.738,7.42e-10,0.000669387138,1,43391045,"cg09502149",1,43406792,-1,-15747
"699549","SLC2A10",220548,10564,-4.442,1.91e-08,0.0172308549,20,45338278,"cg07162198",20,45338753,1,475
"699973","SLC2A7",4925,103,-1.344,6.12e-09,0.00552109068,1,9063358,"cg24027679",1,9086621,-1,-23263
"700074","SLC30A10",31646,1649,-4.945,9.18e-12,8.28163602e-06,1,220087605,"cg07948194",1,220099770,-1,-12165
"700316","SLC32A1",219465,10487,-7.4,4.22e-08,0.0380702658,20,37353104,"cg13691108",20,37433247,1,80143
"700389","SLC34A1",283949,13646,3.077,2.95e-08,0.0266131005,5,176811431,"cg18128495",5,176728620,1,-82811
"700930","SLC35D1",16767,686,-3.86,6.02e-09,0.00543087678,1,67465014,"cg06794441",1,67520733,-1,-55719
"701660","SLC35F2",71616,3353,-3.765,3.91e-10,0.000352736349,11,107661716,"cg03851835",11,107711742,-1,-50026
"701769","SLC36A3",281287,13525,-0.646,1.58e-08,0.0142537962,5,150655925,"cg08828531",5,150684123,-1,-28198
"701784","SLC36A3",281289,13525,-0.676,4.21e-09,0.00379800519,5,150655925,"cg05672174",5,150701709,-1,-45784
"702067","SLC38A1",80943,3843,-3.857,1.32e-08,0.0119082348,12,46576840,"cg17090968",12,46663694,-1,-86854
"702068","SLC38A1",80944,3843,-3.708,1.11e-10,0.000100137429,12,46576840,"cg23031196",12,46664096,-1,-87256
"702071","SLC38A1",80942,3843,-4.664,2.32e-09,0.00209296248,12,46576840,"cg26018685",12,46663660,-1,-86820
"702313","SLC38A11",205625,9808,-5.2,2.88e-10,0.000259816032,2,165754708,"cg03702545",2,165812297,-1,-57589
"704746","SLC44A3",18842,802,-2.951,8.48e-10,0.000765013872,1,95286099,"cg19600538",1,95329706,1,43607
"706055","SLC5A9",14664,587,-5.086,7.21e-09,0.00650442219,1,48688356,"cg10025838",1,48688525,1,169
"706357","SLC6A6",234811,11336,-3.16,3.32e-08,0.0299510148,3,14444075,"cg15454698",3,14473580,1,29505
"707113","SLC9A3R2",129122,5899,11.867,1.71e-08,0.0154265769,16,2076868,"cg06385324",16,2014621,1,-62247
"707120","SLC9A3R2",129263,5899,-2.831,8.46e-11,7.63209594e-05,16,2076868,"cg04751761",16,2084192,1,7324
"707132","SLC9A3R2",129267,5899,-4.236,6.6e-12,5.9541174e-06,16,2076868,"cg07670266",16,2087377,1,10509
"707154","SLC9A3R2",129269,5899,-3.938,2e-08,0.01804278,16,2076868,"cg09476997",16,2087932,1,11064
"707214","SLC9A3R2",129270,5899,-2.84,1.48e-11,1.33516572e-05,16,2076868,"cg05194102",16,2088960,1,12092
"707220","SLC9A3R2",129265,5899,-4.662,6.12e-11,5.52109068e-05,16,2076868,"cg02668822",16,2086611,1,9743
"707230","SLC9A3R2",129266,5899,-3.965,7.92e-11,7.14494088e-05,16,2076868,"cg01142668",16,2086846,1,9978
"707319","SLC9A3R2",129257,5899,-4.381,5.47e-11,4.93470033e-05,16,2076868,"cg09142117",16,2079658,1,2790
"707321","SLC9A3R2",129090,5899,-3.785,2.38e-09,0.00214709082,16,2076868,"cg00905101",16,1988798,1,-88070
"707367","SLC9A3R2",129272,5899,-3.197,7.38e-11,6.65778582e-05,16,2076868,"cg08326468",16,2091106,1,14238
"707372","SLC9A3R2",129268,5899,-3.947,3.11e-11,2.80565229e-05,16,2076868,"cg09321109",16,2087555,1,10687
"707630","SLCO2B1",69286,3216,-5.154,7.67e-11,6.91940613e-05,11,74862031,"cg12537437",11,74871202,1,9171
"707631","SLCO2B1",69287,3216,-6.229,2.66e-13,2.39968974e-07,11,74862031,"cg13601739",11,74875013,1,12982
"707701","SLED1",266382,12871,-2.9,4.64e-08,0.0418592496,4,185719450,"cg01899937",4,185723505,-1,-4055
"707703","SLED1",266383,12871,-2.715,2.12e-08,0.0191253468,4,185719450,"cg03498175",4,185724569,-1,-5119
"707704","SLED1",266384,12871,-2.316,3.47e-08,0.0313042233,4,185719450,"cg08823975",4,185724646,-1,-5196
"707910","SLFN13",150759,6955,4.324,6.56e-09,0.00591803184,17,33762114,"cg02380585",17,33776683,-1,-14569
"707914","SLFN13",150712,6955,5.548,2.61e-09,0.00235458279,17,33762114,"cg01292846",17,33672543,-1,89571
"707916","SLFN13",150773,6955,3.328,2.12e-09,0.00191253468,17,33762114,"cg06551997",17,33815451,-1,-53337
"707919","SLFN13",150774,6955,3.181,5.55e-09,0.00500687145,17,33762114,"cg04616544",17,33815523,-1,-53409
"707922","SLFN13",150783,6955,3.662,2.63e-08,0.0237262557,17,33762114,"cg18470427",17,33842301,-1,-80187
"707924","SLFN13",150758,6955,4.414,4.02e-12,3.62659878e-06,17,33762114,"cg01565438",17,33776554,-1,-14440
"707984","SLFN14",150784,6957,-3.286,1.61e-08,0.0145244379,17,33875143,"cg03526142",17,33864734,-1,10409
"708148","SLMO1",165892,7649,-4.583,2.87e-09,0.00258913893,18,12407894,"cg11993160",18,12404041,1,-3853
"708497","SMAD3",121401,5580,-2.029,4.41e-08,0.0397843299,15,67358194,"cg05438378",15,67383736,1,25542
"708510","SMAD3",121408,5580,-1.534,1.91e-09,0.00172308549,15,67358194,"cg00604410",15,67417899,1,59705
"709209","SMARCC2",84080,4033,1.269,4.05e-10,0.000365366295,12,56555635,"cg05159909",12,56515094,-1,40541
"709402","SMARCD1",81997,3903,1.639,2.97e-12,2.67935283e-06,12,50478982,"cg23251170",12,50496350,1,17368
"709419","SMARCD1",81999,3903,4.62,1.03e-08,0.0092920317,12,50478982,"cg25181284",12,50497037,1,18055
"709431","SMARCD1",81998,3903,1.957,3.89e-10,0.000350932071,12,50478982,"cg11683511",12,50496708,1,17726
"710837","SMPD4",203547,9711,1.027,1.29e-11,1.16375931e-05,2,130908964,"cg08566455",2,130971164,-1,-62200
"712834","SNHG1",64252,2976,-2.27,5.13e-08,0.0462797307,11,62619459,"cg05512483",11,62621791,-1,-2332
"712904","SNHG1",64254,2976,-5.253,6.16e-11,5.55717624e-05,11,62619459,"cg09345320",11,62622179,-1,-2720
"712905","SNHG1",64253,2976,-6.267,5.8e-12,5.2324062e-06,11,62619459,"cg27033919",11,62622173,-1,-2714
"712910","SNHG1",64255,2976,-2.843,1.71e-10,0.000154265769,11,62619459,"cg02905828",11,62622234,-1,-2775
"715744","SNORA55",12494,471,-2.344,5.8e-19,5.2324062e-13,1,40033045,"cg19923532",1,39982450,-1,50595
"716097","SNORA5C",320690,14845,-1.747,2.33e-10,0.000210198387,7,45144504,"cg20629068",7,45144235,-1,269
"718077","SNORD15A",69348,3219,-1.059,8.75e-13,7.89371625e-07,11,75111434,"cg02993825",11,75136839,1,25405
"719519","SNRPD1",166180,7666,-1.783,1.29e-09,0.00116375931,18,19192229,"cg05948372",18,19283268,1,91039
"720806","SNX18",272030,13038,-1.463,2.79e-08,0.0251696781,5,53813592,"cg23001370",5,53817073,1,3481
"720895","SNX20",135279,6241,-7.218,1.68e-10,0.000151559352,16,50700210,"cg03699843",16,50701064,-1,-854
"720911","SNX20",135289,6241,-5.674,2.86e-12,2.58011754e-06,16,50700210,"cg08330349",16,50715192,-1,-14982
"720922","SNX20",135290,6241,-4.343,2.91e-09,0.00262522449,16,50700210,"cg01144086",16,50715260,-1,-15050
"721947","SOAT2",82843,3961,-7.029,1.83e-11,1.65091437e-05,12,53497273,"cg24603028",12,53497306,1,33
"721948","SOAT2",82842,3961,-7.592,6.3e-12,5.6834757e-06,12,53497273,"cg04875514",12,53497147,1,-126
"722230","SOD1",224005,10725,2.274,4.27e-08,0.0385213353,21,33031934,"cg15853125",21,32932267,1,-99667
"722978","SOX1",102099,4750,5.545,8.35e-10,0.000753286065,13,112721912,"cg01330096",13,112713372,1,-8540
"723716","SOX4",288344,13788,-2.426,2.33e-08,0.0210198387,6,21593971,"cg13995516",6,21598595,1,4624
"723926","SP140",211835,10126,-7.917,3.2e-13,2.8868448e-07,2,231090444,"cg05564251",2,231090640,1,196
"724110","SP6",154873,7221,-7.271,2.31e-08,0.0208394109,17,45922279,"cg02219949",17,45927392,-1,-5113
"724112","SP6",154890,7221,-23.895,6.83e-09,0.00616160937,17,45922279,"cg09879253",17,45935359,-1,-13080
"726290","SPATS2",81682,3888,-7.914,1.47e-10,0.000132614433,12,49760687,"cg27419217",12,49717280,1,-43407
"726341","SPATS2",81660,3888,2.018,7.75e-10,0.000699157725,12,49760687,"cg16374999",12,49688980,1,-71707
"727198","SPESP1",121717,5592,-5.821,3.7e-11,3.3379143e-05,15,69222838,"cg14554415",15,69222988,1,150
"727711","SPI1",62312,2831,3.71,7.1e-11,6.4051869e-05,11,47376408,"cg01539849",11,47376754,-1,-346
"727927","SPINT1",117805,5375,-5.462,5.1e-16,4.6009089e-10,15,41136245,"cg12787209",15,41139786,1,3541
"727928","SPINT1",117814,5375,-14.114,3.98e-10,0.000359051322,15,41136245,"cg26491425",15,41166632,1,30387
"727929","SPINT1",117870,5375,15.855,3.58e-16,3.22965762e-10,15,41136245,"cg02374934",15,41228736,1,92491
"727930","SPINT1",117804,5375,-10.585,1.81e-15,1.63287159e-09,15,41136245,"cg04868764",15,41137019,1,774
"727933","SPINT2",181323,8493,-14.199,1.3e-12,1.1727807e-06,19,38755097,"cg10154122",19,38754855,1,-242
"727935","SPINT2",181331,8493,-6.92,6.1e-10,0.00055030479,19,38755097,"cg23090870",19,38755753,1,656
"727936","SPINT2",181330,8493,-8.765,1.77e-10,0.000159678603,19,38755097,"cg20961591",19,38755588,1,491
"727937","SPINT2",181322,8493,-15.008,4.33e-10,0.000390626187,19,38755097,"cg22522066",19,38754726,1,-371
"727941","SPINT2",181324,8493,-10.48,9.85e-10,0.000888606915,19,38755097,"cg27176870",19,38754930,1,-167
"728164","SPN",133502,6135,-5.085,9.25e-09,0.00834478575,16,29674539,"cg09897970",16,29757344,1,82805
"728165","SPN",133477,6135,-6.109,3.7e-09,0.0033379143,16,29674539,"cg08480068",16,29674959,1,420
"728169","SPN",133478,6135,-6.53,1.48e-09,0.00133516572,16,29674539,"cg26769927",16,29674972,1,433
"728192","SPN",133498,6135,-4.94,1.63e-08,0.0147048657,16,29674539,"cg07641284",16,29756951,1,82412
"728371","SPOCK2",43291,2093,5.089,5.98e-12,5.39479122e-06,10,73818791,"cg00101602",10,73857843,-1,-39052
"729735","SPRYD3",82850,3959,1.4,3.45e-08,0.0311237955,12,53458099,"cg19243330",12,53552274,-1,-94175
"729784","SPRYD4",84305,4046,-3.685,8.61e-14,7.76741679e-08,12,56862300,"cg18151275",12,56873616,1,11316
"730366","SPTAN1",354461,16527,-1.937,2.14e-08,0.0193057746,9,131314836,"cg14153126",9,131219302,1,-95534
"730623","SPTBN5",118127,5393,-4.208,9.72e-09,0.00876879108,15,42140343,"cg10715147",15,42186473,-1,-46130
"731032","SRC",219131,10471,-2.365,2.39e-08,0.0215611221,20,35973087,"cg10865498",20,35975022,1,1935
"731044","SRC",219130,10471,-4.524,7.11e-09,0.00641420829,20,35973087,"cg07474022",20,35974912,1,1825
"731096","SRCAP",134000,6179,2.582,3.5e-08,0.031574865,16,30710461,"cg05045702",16,30616285,1,-94176
"731473","SREBF1",148442,6814,-2.696,6.16e-10,0.000555717624,17,17714662,"cg25999891",17,17724687,-1,-10025
"731938","SRMS",223028,10670,-4.059,4.21e-08,0.0379800519,20,62171276,"cg23342691",20,62165721,-1,5555
"733778","SSH1",88736,4295,-1.076,3.71e-08,0.0334693569,12,109176465,"cg19256314",12,109227237,-1,-50772
"733786","SSH1",88742,4295,-1.123,3.76e-08,0.0339204264,12,109176465,"cg14854315",12,109246503,-1,-70038
"733789","SSH1",88743,4295,-1.056,3.74e-08,0.0337399986,12,109176465,"cg05152479",12,109246508,-1,-70043
"733897","SSH3",66892,3119,-2.241,3.76e-08,0.0339204264,11,67070918,"cg11169848",11,67142030,1,71112
"733898","SSH3",66845,3119,-2.402,8.76e-10,0.000790273764,11,67070918,"cg09545730",11,67071885,1,967
"733920","SSH3",66894,3119,-2.4,1.48e-09,0.00133516572,11,67070918,"cg04494051",11,67142562,1,71644
"734019","SSH3",66893,3119,-1.766,7.41e-10,0.000668484999,11,67070918,"cg10346364",11,67142268,1,71350
"734327","SSR2",24109,1187,-1.677,1.11e-08,0.0100137429,1,155978838,"cg23320056",1,155948742,-1,30096
"734909","SSTR4",217569,10367,3.598,3.57e-14,3.22063623e-08,20,23016056,"cg22152407",20,23030446,1,14390
"735213","ST14",75457,3537,-2.515,4.12e-09,0.00371681268,11,130029681,"cg22110158",11,130036542,1,6861
"735236","ST14",75456,3537,-3.093,1.96e-11,1.76819244e-05,11,130029681,"cg03089475",11,130030459,1,778
"735246","ST14",75455,3537,-3.385,2.57e-09,0.00231849723,11,130029681,"cg14511677",11,130030261,1,580
"735626","ST6GAL1",250692,12170,-3.149,5.42e-09,0.00488959338,3,186739664,"cg15473502",3,186694658,1,-45006
"736322","STAG3",325576,15082,-4.191,5.93e-09,0.00534968427,7,99775365,"cg00553149",7,99775558,1,193
"736324","STAG3",325573,15082,-3.892,5.83e-09,0.00525947037,7,99775365,"cg04778012",7,99775508,1,143
"736325","STAG3",325574,15082,-3.863,3.04e-09,0.00274250256,7,99775365,"cg10084644",7,99775521,1,156
"737763","STEAP2",323831,14998,-5.278,2.77e-10,0.000249892503,7,89840999,"cg27367526",7,89841692,1,693
"737764","STEAP2",323832,14998,-4.502,1.91e-09,0.00172308549,7,89840999,"cg02206373",7,89841767,1,768
"737765","STEAP3",202468,9673,-4.551,3.42e-11,3.08531538e-05,2,119981383,"cg26888222",2,119991327,1,9944
"737766","STEAP3",202469,9673,-4.068,9.17e-09,0.00827261463,2,119981383,"cg00460795",2,119998072,1,16689
"737767","STEAP3",202459,9673,-4.891,8.38e-12,7.55992482e-06,2,119981383,"cg00590251",2,119980583,1,-800
"738447","STK11IP",211018,10091,-2.956,1.12e-11,1.01039568e-05,2,220462572,"cg05359249",2,220406470,1,-56102
"738491","STK11IP",211019,10091,-3.091,1.73e-10,0.000156070047,2,220462572,"cg13448968",2,220406543,1,-56029
"741744","STX18",254700,12291,1.268,5.08e-08,0.0458286612,4,4420695,"cg17183546",4,4387879,-1,32816
"741746","STX18",254701,12291,1.334,3.33e-08,0.0300412287,4,4420695,"cg22853607",4,4387881,-1,32814
"741779","STX1A",322510,14926,-3.921,6.85e-09,0.00617965215,7,73113534,"cg23983315",7,73021609,-1,91925
"742165","STX4",134381,6191,1.499,2.71e-09,0.00244479669,16,31044811,"cg01016533",16,31123892,1,79081
"742216","STX4",134380,6191,1.772,3.51e-09,0.00316650789,16,31044811,"cg05667756",16,31122002,1,77191
"742637","STXBP2",174197,8036,-1.973,2.55e-08,0.0230045445,19,7701986,"cg24759919",19,7702494,1,508
"743251","SULT1C4",201523,9625,-7.225,3.54e-17,3.19357206e-11,2,108994420,"cg05036173",2,108994528,1,108
"743252","SULT1C4",201522,9625,-6.966,1.54e-16,1.38929406e-10,2,108994420,"cg10236239",2,108994514,1,94
"745694","SYCE1",54077,2473,-8.821,1.89e-14,1.70504271e-08,10,135367403,"cg20087519",10,135379242,-1,-11839
"748309","TAAR6",306943,14455,-2.913,3.76e-29,3.39204264e-23,6,132891460,"cg23887102",6,132891034,1,-426
"748482","TAC3",84434,4059,-4.198,2.23e-08,0.0201176997,12,57403780,"cg01514487",12,57444047,-1,-40267
"748577","TACC1",339614,15613,-2.517,3.55e-08,0.0320259345,8,38644721,"cg09990086",8,38643846,1,-875
"750102","TAF6",325429,15076,1.781,3.76e-09,0.00339204264,7,99704692,"cg04193037",7,99637061,-1,67631
"750120","TAF6",325573,15076,1.611,2.13e-08,0.0192155607,7,99704692,"cg04778012",7,99775508,-1,-70816
"750127","TAF6",325574,15076,1.622,5.72e-09,0.00516023508,7,99704692,"cg10084644",7,99775521,-1,-70829
"750213","TAF6",325576,15076,1.738,2.03e-08,0.0183134217,7,99704692,"cg00553149",7,99775558,-1,-70866
"750695","TAF8",300491,14126,-19.352,1.66e-08,0.0149755074,6,42018250,"cg13464745",6,41994017,1,-24233
"750852","TAGLN2",25069,1258,-3.118,1.41e-08,0.0127201599,1,159887896,"cg16107628",1,159894061,-1,-6165
"750869","TAGLN2",25062,1258,-1.57,8.79e-09,0.00792980181,1,159887896,"cg05750926",1,159886341,-1,1555
"750882","TAGLN2",25066,1258,-2.516,1.65e-08,0.0148852935,1,159887896,"cg13892570",1,159893182,-1,-5286
"754970","TBC1D10C",66933,3125,-6.414,3.92e-08,0.0353638488,11,67171383,"cg10402417",11,67171476,1,93
"756796","TBL1XR1",249334,12096,-3.489,9.06e-11,8.17337934e-05,3,176738541,"cg05620095",3,176712124,-1,26417
"756797","TBL1XR1",249335,12096,-3.646,5.18e-11,4.67308002e-05,3,176738541,"cg13048209",3,176745490,-1,-6949
"756799","TBL1XR1",249337,12096,-7.231,2.11e-14,1.90351329e-08,3,176738541,"cg10714160",3,176766527,-1,-27986
"756801","TBL1XR1",249339,12096,-3.627,9.95e-14,8.97628305e-08,3,176738541,"cg09226275",3,176773597,-1,-35056
"756803","TBL1XR1",249341,12096,-4.086,1.16e-13,1.04648124e-07,3,176738541,"cg03490073",3,176806812,-1,-68271
"757688","TBX3",90055,4357,-5.669,2.29e-08,0.0206589831,12,115108058,"cg09263516",12,115107338,-1,720
"757689","TBX3",90056,4357,-4.376,2.61e-08,0.0235458279,12,115108058,"cg14434755",12,115107540,-1,518
"757690","TBX3",90071,4357,-3.656,5.51e-10,0.000497078589,12,115108058,"cg16406892",12,115118777,-1,-10719
"758187","TCAM1P",158019,7375,-6.091,6.62e-09,0.00597216018,17,61934375,"cg13332729",17,61927036,1,-7339
"758188","TCAM1P",158015,7375,-4.265,5.31e-09,0.00479035809,17,61934375,"cg07677856",17,61926188,1,-8187
"758216","TCAM1P",158017,7375,-3.172,6.64e-09,0.00599020296,17,61934375,"cg19106932",17,61926700,1,-7675
"759197","TCF19",293151,13945,-3.471,2.19e-08,0.0197568441,6,31126302,"cg06136702",6,31082631,1,-43671
"759793","TCF3",171074,7895,-40.319,2.24e-10,0.000202079136,19,1609288,"cg24201805",19,1651529,-1,-42241
"759853","TCF7",277818,13314,-5.062,6.88e-10,0.000620671632,5,133450401,"cg25947408",5,133451383,1,982
"760438","TCOF1",281014,13510,11.135,7.84e-09,0.00707276976,5,149737201,"cg02260430",5,149673232,1,-63969
"761541","TDRD1",49110,2368,-10.427,2.24e-09,0.00202079136,10,115939028,"cg16550453",10,115939018,1,-10
"761542","TDRD1",49112,2368,-8.014,2.35e-08,0.0212002665,10,115939028,"cg26600802",10,115939115,1,87
"761565","TDRD12",179810,8385,-5.829,9.93e-10,0.000895824027,19,33210678,"cg15499701",19,33208306,1,-2372
"761568","TDRD12",179811,8385,-7.567,2.65e-18,2.39066835e-12,19,33210678,"cg13862524",19,33210498,1,-180
"761580","TDRD12",179815,8385,-3.858,1.95e-08,0.0175917105,19,33210678,"cg19712189",19,33210851,1,173
"761583","TDRD12",179812,8385,-5.039,2.95e-14,2.66131005e-08,19,33210678,"cg02820072",19,33210552,1,-126
"761585","TDRD12",179813,8385,-4.408,1.19e-12,1.07354541e-06,19,33210678,"cg18155407",19,33210662,1,-16
"765049","TGDS",99954,4697,-3.173,2.14e-09,0.00193057746,13,95226307,"cg10089028",13,95286216,-1,-59909
"765708","TGM6",215802,10270,-1.979,8.02e-09,0.00723515478,20,2361553,"cg16680506",20,2361546,1,-7
"765711","TGM6",215803,10270,-2.628,2.16e-08,0.0194862024,20,2361553,"cg21491587",20,2361548,1,-5
"765748","TGM7",118401,5412,-2.021,3.7e-08,0.033379143,15,43568478,"cg08339076",15,43594805,-1,-26327
"766060","TH",56192,2541,-4.897,5.41e-08,0.0488057199,11,2185158,"cg12428727",11,2234665,-1,-49507
